window_end_date,disease,province,split,forecast_start,forecast_end
1976-12-12,whooping-cough,CA-ON,train,1976-12-19,1977-02-06
1976-12-19,whooping-cough,CA-ON,train,1976-12-26,1977-02-13
1976-12-26,whooping-cough,CA-ON,train,1977-01-02,1977-02-20
1977-01-02,whooping-cough,CA-ON,train,1977-01-09,1977-02-27
1977-01-09,whooping-cough,CA-ON,train,1977-01-16,1977-03-06
1977-01-16,whooping-cough,CA-ON,train,1977-01-23,1977-03-13
1977-01-23,whooping-cough,CA-ON,train,1977-01-30,1977-03-20
1977-01-30,whooping-cough,CA-ON,train,1977-02-06,1977-03-27
1977-02-06,whooping-cough,CA-ON,train,1977-02-13,1977-04-03
1977-02-13,whooping-cough,CA-ON,train,1977-02-20,1977-04-10
1977-02-20,whooping-cough,CA-ON,train,1977-02-27,1977-04-17
1977-02-27,whooping-cough,CA-ON,train,1977-03-06,1977-04-24
1977-03-06,whooping-cough,CA-ON,train,1977-03-13,1977-05-01
1977-03-13,whooping-cough,CA-ON,train,1977-03-20,1977-05-08
1977-03-20,whooping-cough,CA-ON,train,1977-03-27,1977-05-15
1977-03-27,whooping-cough,CA-ON,train,1977-04-03,1977-05-22
1977-04-03,whooping-cough,CA-ON,train,1977-04-10,1977-05-29
1977-04-10,whooping-cough,CA-ON,train,1977-04-17,1977-06-05
1977-04-17,whooping-cough,CA-ON,train,1977-04-24,1977-06-12
1977-04-24,whooping-cough,CA-ON,train,1977-05-01,1977-06-19
1977-05-01,whooping-cough,CA-ON,train,1977-05-08,1977-06-26
1977-05-08,whooping-cough,CA-ON,train,1977-05-15,1977-07-03
1977-05-15,whooping-cough,CA-ON,train,1977-05-22,1977-07-10
1977-05-22,whooping-cough,CA-ON,train,1977-05-29,1977-07-17
1977-05-29,whooping-cough,CA-ON,train,1977-06-05,1977-07-24
1977-06-05,whooping-cough,CA-ON,train,1977-06-12,1977-07-31
1977-06-12,whooping-cough,CA-ON,train,1977-06-19,1977-08-07
1977-06-19,whooping-cough,CA-ON,train,1977-06-26,1977-08-14
1977-06-26,whooping-cough,CA-ON,train,1977-07-03,1977-08-21
1977-07-03,whooping-cough,CA-ON,train,1977-07-10,1977-08-28
1977-07-10,whooping-cough,CA-ON,train,1977-07-17,1977-09-04
1977-07-17,whooping-cough,CA-ON,train,1977-07-24,1977-09-11
1977-07-24,whooping-cough,CA-ON,train,1977-07-31,1977-09-18
1977-07-31,whooping-cough,CA-ON,train,1977-08-07,1977-09-25
1977-08-07,whooping-cough,CA-ON,train,1977-08-14,1977-10-02
1977-08-14,whooping-cough,CA-ON,train,1977-08-21,1977-10-09
1977-08-21,whooping-cough,CA-ON,train,1977-08-28,1977-10-16
1977-08-28,whooping-cough,CA-ON,train,1977-09-04,1977-10-23
1977-09-04,whooping-cough,CA-ON,train,1977-09-11,1977-10-30
1977-09-11,whooping-cough,CA-ON,train,1977-09-18,1977-11-06
1977-09-18,whooping-cough,CA-ON,train,1977-09-25,1977-11-13
1977-09-25,whooping-cough,CA-ON,train,1977-10-02,1977-11-20
1977-10-02,whooping-cough,CA-ON,train,1977-10-09,1977-11-27
1977-10-09,whooping-cough,CA-ON,train,1977-10-16,1977-12-04
1977-10-16,whooping-cough,CA-ON,train,1977-10-23,1977-12-11
1977-10-23,whooping-cough,CA-ON,train,1977-10-30,1977-12-18
1977-10-30,whooping-cough,CA-ON,train,1977-11-06,1977-12-25
1977-11-06,whooping-cough,CA-ON,train,1977-11-13,1978-01-01
1977-11-13,whooping-cough,CA-ON,train,1977-11-20,1978-01-08
1977-11-20,whooping-cough,CA-ON,train,1977-11-27,1978-01-15
1977-11-27,whooping-cough,CA-ON,train,1977-12-04,1978-01-22
1977-12-04,whooping-cough,CA-ON,train,1977-12-11,1978-01-29
1977-12-11,whooping-cough,CA-ON,train,1977-12-18,1978-02-05
1977-12-18,whooping-cough,CA-ON,train,1977-12-25,1978-02-12
1977-12-25,whooping-cough,CA-ON,train,1978-01-01,1978-02-19
1978-01-01,whooping-cough,CA-ON,train,1978-01-08,1978-02-26
1978-01-08,whooping-cough,CA-ON,train,1978-01-15,1978-03-05
1978-01-15,whooping-cough,CA-ON,train,1978-01-22,1978-03-12
1978-01-22,whooping-cough,CA-ON,train,1978-01-29,1978-03-19
1978-01-29,whooping-cough,CA-ON,train,1978-02-05,1978-03-26
1978-02-05,whooping-cough,CA-ON,train,1978-02-12,1978-04-02
1978-02-12,whooping-cough,CA-ON,train,1978-02-19,1978-04-09
1978-02-19,whooping-cough,CA-ON,train,1978-02-26,1978-04-16
1978-02-26,whooping-cough,CA-ON,train,1978-03-05,1978-04-23
1978-03-05,whooping-cough,CA-ON,train,1978-03-12,1978-04-30
1978-03-12,whooping-cough,CA-ON,train,1978-03-19,1978-05-07
1978-03-19,whooping-cough,CA-ON,train,1978-03-26,1978-05-14
1978-03-26,whooping-cough,CA-ON,train,1978-04-02,1978-05-21
1978-04-02,whooping-cough,CA-ON,train,1978-04-09,1978-05-28
1978-04-09,whooping-cough,CA-ON,train,1978-04-16,1978-06-04
1978-04-16,whooping-cough,CA-ON,train,1978-04-23,1978-06-11
1978-04-23,whooping-cough,CA-ON,train,1978-04-30,1978-06-18
1978-04-30,whooping-cough,CA-ON,train,1978-05-07,1978-06-25
1978-05-07,whooping-cough,CA-ON,train,1978-05-14,1978-07-02
1978-05-14,whooping-cough,CA-ON,train,1978-05-21,1978-07-09
1978-05-21,whooping-cough,CA-ON,train,1978-05-28,1978-07-16
1978-05-28,whooping-cough,CA-ON,train,1978-06-04,1978-07-23
1978-06-04,whooping-cough,CA-ON,train,1978-06-11,1978-07-30
1978-06-11,whooping-cough,CA-ON,train,1978-06-18,1978-08-06
1978-06-18,whooping-cough,CA-ON,train,1978-06-25,1978-08-13
1978-06-25,whooping-cough,CA-ON,train,1978-07-02,1978-08-20
1978-07-02,whooping-cough,CA-ON,train,1978-07-09,1978-08-27
1978-07-09,whooping-cough,CA-ON,train,1978-07-16,1978-09-03
1978-07-16,whooping-cough,CA-ON,train,1978-07-23,1978-09-10
1978-07-23,whooping-cough,CA-ON,train,1978-07-30,1978-09-17
1978-07-30,whooping-cough,CA-ON,train,1978-08-06,1978-09-24
1978-08-06,whooping-cough,CA-ON,train,1978-08-13,1978-10-01
1978-08-13,whooping-cough,CA-ON,train,1978-08-20,1978-10-08
1978-08-20,whooping-cough,CA-ON,train,1978-08-27,1978-10-15
1978-08-27,whooping-cough,CA-ON,train,1978-09-03,1978-10-22
1978-09-03,whooping-cough,CA-ON,train,1978-09-10,1978-10-29
1978-09-10,whooping-cough,CA-ON,train,1978-09-17,1978-11-05
1978-09-17,whooping-cough,CA-ON,train,1978-09-24,1978-11-12
1978-09-24,whooping-cough,CA-ON,train,1978-10-01,1978-11-19
1978-10-01,whooping-cough,CA-ON,train,1978-10-08,1978-11-26
1978-10-08,whooping-cough,CA-ON,train,1978-10-15,1978-12-03
1978-10-15,whooping-cough,CA-ON,train,1978-10-22,1978-12-10
1978-10-22,whooping-cough,CA-ON,train,1978-10-29,1978-12-17
1978-10-29,whooping-cough,CA-ON,train,1978-11-05,1978-12-24
1978-11-05,whooping-cough,CA-ON,train,1978-11-12,1978-12-31
1978-11-12,whooping-cough,CA-ON,train,1978-11-19,1979-01-07
1978-11-19,whooping-cough,CA-ON,train,1978-11-26,1979-01-14
1978-11-26,whooping-cough,CA-ON,train,1978-12-03,1979-01-21
1978-12-03,whooping-cough,CA-ON,train,1978-12-10,1979-01-28
1978-12-10,whooping-cough,CA-ON,train,1978-12-17,1979-02-04
1978-12-17,whooping-cough,CA-ON,train,1978-12-24,1979-02-11
1978-12-24,whooping-cough,CA-ON,train,1978-12-31,1979-02-18
1978-12-31,whooping-cough,CA-ON,train,1979-01-07,1979-02-25
1979-01-07,whooping-cough,CA-ON,train,1979-01-14,1979-03-04
1979-01-14,whooping-cough,CA-ON,train,1979-01-21,1979-03-11
1979-01-21,whooping-cough,CA-ON,train,1979-01-28,1979-03-18
1979-01-28,whooping-cough,CA-ON,train,1979-02-04,1979-03-25
1979-02-04,whooping-cough,CA-ON,train,1979-02-11,1979-04-01
1979-02-11,whooping-cough,CA-ON,train,1979-02-18,1979-04-08
1979-02-18,whooping-cough,CA-ON,train,1979-02-25,1979-04-15
1979-02-25,whooping-cough,CA-ON,train,1979-03-04,1979-04-22
1979-03-04,whooping-cough,CA-ON,train,1979-03-11,1979-04-29
1979-03-11,whooping-cough,CA-ON,train,1979-03-18,1979-05-06
1979-03-18,whooping-cough,CA-ON,train,1979-03-25,1979-05-13
1979-03-25,whooping-cough,CA-ON,train,1979-04-01,1979-05-20
1979-04-01,whooping-cough,CA-ON,train,1979-04-08,1979-05-27
1979-04-08,whooping-cough,CA-ON,train,1979-04-15,1979-06-03
1979-04-15,whooping-cough,CA-ON,train,1979-04-22,1979-06-10
1979-04-22,whooping-cough,CA-ON,train,1979-04-29,1979-06-17
1979-04-29,whooping-cough,CA-ON,train,1979-05-06,1979-06-24
1979-05-06,whooping-cough,CA-ON,train,1979-05-13,1979-07-01
1979-05-13,whooping-cough,CA-ON,train,1979-05-20,1979-07-08
1979-05-20,whooping-cough,CA-ON,train,1979-05-27,1979-07-15
1979-05-27,whooping-cough,CA-ON,train,1979-06-03,1979-07-22
1979-06-03,whooping-cough,CA-ON,train,1979-06-10,1979-07-29
1979-06-10,whooping-cough,CA-ON,train,1979-06-17,1979-08-05
1979-06-17,whooping-cough,CA-ON,train,1979-06-24,1979-08-12
1979-06-24,whooping-cough,CA-ON,train,1979-07-01,1979-08-19
1979-07-01,whooping-cough,CA-ON,train,1979-07-08,1979-08-26
1979-07-08,whooping-cough,CA-ON,train,1979-07-15,1979-09-02
1979-07-15,whooping-cough,CA-ON,train,1979-07-22,1979-09-09
1979-07-22,whooping-cough,CA-ON,train,1979-07-29,1979-09-16
1979-07-29,whooping-cough,CA-ON,train,1979-08-05,1979-09-23
1979-08-05,whooping-cough,CA-ON,train,1979-08-12,1979-09-30
1979-08-12,whooping-cough,CA-ON,train,1979-08-19,1979-10-07
1979-08-19,whooping-cough,CA-ON,train,1979-08-26,1979-10-14
1979-08-26,whooping-cough,CA-ON,train,1979-09-02,1979-10-21
1979-09-02,whooping-cough,CA-ON,train,1979-09-09,1979-10-28
1979-09-09,whooping-cough,CA-ON,train,1979-09-16,1979-11-04
1979-09-16,whooping-cough,CA-ON,train,1979-09-23,1979-11-11
1979-09-23,whooping-cough,CA-ON,train,1979-09-30,1979-11-18
1979-09-30,whooping-cough,CA-ON,train,1979-10-07,1979-11-25
1979-10-07,whooping-cough,CA-ON,train,1979-10-14,1979-12-02
1979-10-14,whooping-cough,CA-ON,train,1979-10-21,1979-12-09
1979-10-21,whooping-cough,CA-ON,train,1979-10-28,1979-12-16
1979-10-28,whooping-cough,CA-ON,train,1979-11-04,1979-12-23
1979-11-04,whooping-cough,CA-ON,train,1979-11-11,1979-12-30
1979-11-11,whooping-cough,CA-ON,train,1979-11-18,1980-01-06
1979-11-18,whooping-cough,CA-ON,train,1979-11-25,1980-01-13
1979-11-25,whooping-cough,CA-ON,train,1979-12-02,1980-01-20
1979-12-02,whooping-cough,CA-ON,train,1979-12-09,1980-01-27
1979-12-09,whooping-cough,CA-ON,train,1979-12-16,1980-02-03
1979-12-16,whooping-cough,CA-ON,train,1979-12-23,1980-02-10
1979-12-23,whooping-cough,CA-ON,train,1979-12-30,1980-02-17
1979-12-30,whooping-cough,CA-ON,train,1980-01-06,1980-02-24
1980-01-06,whooping-cough,CA-ON,train,1980-01-13,1980-03-02
1980-01-13,whooping-cough,CA-ON,train,1980-01-20,1980-03-09
1980-01-20,whooping-cough,CA-ON,train,1980-01-27,1980-03-16
1980-01-27,whooping-cough,CA-ON,train,1980-02-03,1980-03-23
1980-02-03,whooping-cough,CA-ON,train,1980-02-10,1980-03-30
1980-02-10,whooping-cough,CA-ON,train,1980-02-17,1980-04-06
1980-02-17,whooping-cough,CA-ON,train,1980-02-24,1980-04-13
1980-02-24,whooping-cough,CA-ON,train,1980-03-02,1980-04-20
1980-03-02,whooping-cough,CA-ON,train,1980-03-09,1980-04-27
1980-03-09,whooping-cough,CA-ON,train,1980-03-16,1980-05-04
1980-03-16,whooping-cough,CA-ON,train,1980-03-23,1980-05-11
1980-03-23,whooping-cough,CA-ON,train,1980-03-30,1980-05-18
1980-03-30,whooping-cough,CA-ON,train,1980-04-06,1980-05-25
1980-04-06,whooping-cough,CA-ON,train,1980-04-13,1980-06-01
1980-04-13,whooping-cough,CA-ON,train,1980-04-20,1980-06-08
1980-04-20,whooping-cough,CA-ON,train,1980-04-27,1980-06-15
1980-04-27,whooping-cough,CA-ON,train,1980-05-04,1980-06-22
1980-05-04,whooping-cough,CA-ON,train,1980-05-11,1980-06-29
1980-05-11,whooping-cough,CA-ON,train,1980-05-18,1980-07-06
1980-05-18,whooping-cough,CA-ON,train,1980-05-25,1980-07-13
1980-05-25,whooping-cough,CA-ON,train,1980-06-01,1980-07-20
1980-06-01,whooping-cough,CA-ON,train,1980-06-08,1980-07-27
1980-06-08,whooping-cough,CA-ON,train,1980-06-15,1980-08-03
1980-06-15,whooping-cough,CA-ON,train,1980-06-22,1980-08-10
1980-06-22,whooping-cough,CA-ON,train,1980-06-29,1980-08-17
1980-06-29,whooping-cough,CA-ON,train,1980-07-06,1980-08-24
1980-07-06,whooping-cough,CA-ON,train,1980-07-13,1980-08-31
1980-07-13,whooping-cough,CA-ON,train,1980-07-20,1980-09-07
1980-07-20,whooping-cough,CA-ON,train,1980-07-27,1980-09-14
1980-07-27,whooping-cough,CA-ON,train,1980-08-03,1980-09-21
1980-08-03,whooping-cough,CA-ON,train,1980-08-10,1980-09-28
1980-08-10,whooping-cough,CA-ON,train,1980-08-17,1980-10-05
1980-08-17,whooping-cough,CA-ON,train,1980-08-24,1980-10-12
1980-08-24,whooping-cough,CA-ON,train,1980-08-31,1980-10-19
1980-08-31,whooping-cough,CA-ON,train,1980-09-07,1980-10-26
1980-09-07,whooping-cough,CA-ON,train,1980-09-14,1980-11-02
1980-09-14,whooping-cough,CA-ON,train,1980-09-21,1980-11-09
1980-09-21,whooping-cough,CA-ON,train,1980-09-28,1980-11-16
1980-09-28,whooping-cough,CA-ON,train,1980-10-05,1980-11-23
1980-10-05,whooping-cough,CA-ON,train,1980-10-12,1980-11-30
1980-10-12,whooping-cough,CA-ON,train,1980-10-19,1980-12-07
1980-10-19,whooping-cough,CA-ON,train,1980-10-26,1980-12-14
1980-10-26,whooping-cough,CA-ON,train,1980-11-02,1980-12-21
1980-11-02,whooping-cough,CA-ON,train,1980-11-09,1980-12-28
1980-11-09,whooping-cough,CA-ON,train,1980-11-16,1981-01-04
1980-11-16,whooping-cough,CA-ON,train,1980-11-23,1981-01-11
1980-11-23,whooping-cough,CA-ON,train,1980-11-30,1981-01-18
1980-11-30,whooping-cough,CA-ON,train,1980-12-07,1981-01-25
1980-12-07,whooping-cough,CA-ON,train,1980-12-14,1981-02-01
1980-12-14,whooping-cough,CA-ON,train,1980-12-21,1981-02-08
1980-12-21,whooping-cough,CA-ON,train,1980-12-28,1981-02-15
1980-12-28,whooping-cough,CA-ON,train,1981-01-04,1981-02-22
1981-01-04,whooping-cough,CA-ON,train,1981-01-11,1981-03-01
1981-01-11,whooping-cough,CA-ON,train,1981-01-18,1981-03-08
1981-01-18,whooping-cough,CA-ON,train,1981-01-25,1981-03-15
1981-01-25,whooping-cough,CA-ON,train,1981-02-01,1981-03-22
1981-02-01,whooping-cough,CA-ON,train,1981-02-08,1981-03-29
1981-02-08,whooping-cough,CA-ON,train,1981-02-15,1981-04-05
1981-02-15,whooping-cough,CA-ON,train,1981-02-22,1981-04-12
1981-02-22,whooping-cough,CA-ON,train,1981-03-01,1981-04-19
1981-03-01,whooping-cough,CA-ON,train,1981-03-08,1981-04-26
1981-03-08,whooping-cough,CA-ON,train,1981-03-15,1981-05-03
1981-03-15,whooping-cough,CA-ON,train,1981-03-22,1981-05-10
1981-03-22,whooping-cough,CA-ON,train,1981-03-29,1981-05-17
1981-03-29,whooping-cough,CA-ON,train,1981-04-05,1981-05-24
1981-04-05,whooping-cough,CA-ON,train,1981-04-12,1981-05-31
1981-04-12,whooping-cough,CA-ON,train,1981-04-19,1981-06-07
1981-04-19,whooping-cough,CA-ON,train,1981-04-26,1981-06-14
1981-04-26,whooping-cough,CA-ON,train,1981-05-03,1981-06-21
1981-05-03,whooping-cough,CA-ON,train,1981-05-10,1981-06-28
1981-05-10,whooping-cough,CA-ON,train,1981-05-17,1981-07-05
1981-05-17,whooping-cough,CA-ON,train,1981-05-24,1981-07-12
1981-05-24,whooping-cough,CA-ON,train,1981-05-31,1981-07-19
1981-05-31,whooping-cough,CA-ON,train,1981-06-07,1981-07-26
1981-06-07,whooping-cough,CA-ON,train,1981-06-14,1981-08-02
1981-06-14,whooping-cough,CA-ON,train,1981-06-21,1981-08-09
1981-06-21,whooping-cough,CA-ON,train,1981-06-28,1981-08-16
1981-06-28,whooping-cough,CA-ON,train,1981-07-05,1981-08-23
1981-07-05,whooping-cough,CA-ON,train,1981-07-12,1981-08-30
1981-07-12,whooping-cough,CA-ON,train,1981-07-19,1981-09-06
1981-07-19,whooping-cough,CA-ON,train,1981-07-26,1981-09-13
1981-07-26,whooping-cough,CA-ON,train,1981-08-02,1981-09-20
1981-08-02,whooping-cough,CA-ON,train,1981-08-09,1981-09-27
1981-08-09,whooping-cough,CA-ON,train,1981-08-16,1981-10-04
1981-08-16,whooping-cough,CA-ON,train,1981-08-23,1981-10-11
1981-08-23,whooping-cough,CA-ON,train,1981-08-30,1981-10-18
1981-08-30,whooping-cough,CA-ON,train,1981-09-06,1981-10-25
1981-09-06,whooping-cough,CA-ON,train,1981-09-13,1981-11-01
1981-09-13,whooping-cough,CA-ON,train,1981-09-20,1981-11-08
1981-09-20,whooping-cough,CA-ON,train,1981-09-27,1981-11-15
1981-09-27,whooping-cough,CA-ON,train,1981-10-04,1981-11-22
1981-10-04,whooping-cough,CA-ON,train,1981-10-11,1981-11-29
1981-10-11,whooping-cough,CA-ON,train,1981-10-18,1981-12-06
1981-10-18,whooping-cough,CA-ON,train,1981-10-25,1981-12-13
1981-10-25,whooping-cough,CA-ON,train,1981-11-01,1981-12-20
1981-11-01,whooping-cough,CA-ON,train,1981-11-08,1981-12-27
1981-11-08,whooping-cough,CA-ON,train,1981-11-15,1982-01-03
1981-11-15,whooping-cough,CA-ON,train,1981-11-22,1982-01-10
1981-11-22,whooping-cough,CA-ON,train,1981-11-29,1982-01-17
1981-11-29,whooping-cough,CA-ON,train,1981-12-06,1982-01-24
1981-12-06,whooping-cough,CA-ON,train,1981-12-13,1982-01-31
1981-12-13,whooping-cough,CA-ON,train,1981-12-20,1982-02-07
1981-12-20,whooping-cough,CA-ON,train,1981-12-27,1982-02-14
1981-12-27,whooping-cough,CA-ON,train,1982-01-03,1982-02-21
1982-01-03,whooping-cough,CA-ON,train,1982-01-10,1982-02-28
1982-01-10,whooping-cough,CA-ON,train,1982-01-17,1982-03-07
1982-01-17,whooping-cough,CA-ON,train,1982-01-24,1982-03-14
1982-01-24,whooping-cough,CA-ON,train,1982-01-31,1982-03-21
1982-01-31,whooping-cough,CA-ON,train,1982-02-07,1982-03-28
1982-02-07,whooping-cough,CA-ON,train,1982-02-14,1982-04-04
1982-02-14,whooping-cough,CA-ON,train,1982-02-21,1982-04-11
1982-02-21,whooping-cough,CA-ON,train,1982-02-28,1982-04-18
1982-02-28,whooping-cough,CA-ON,train,1982-03-07,1982-04-25
1982-03-07,whooping-cough,CA-ON,train,1982-03-14,1982-05-02
1982-03-14,whooping-cough,CA-ON,train,1982-03-21,1982-05-09
1982-03-21,whooping-cough,CA-ON,train,1982-03-28,1982-05-16
1982-03-28,whooping-cough,CA-ON,train,1982-04-04,1982-05-23
1982-04-04,whooping-cough,CA-ON,train,1982-04-11,1982-05-30
1982-04-11,whooping-cough,CA-ON,train,1982-04-18,1982-06-06
1982-04-18,whooping-cough,CA-ON,train,1982-04-25,1982-06-13
1982-04-25,whooping-cough,CA-ON,train,1982-05-02,1982-06-20
1982-05-02,whooping-cough,CA-ON,train,1982-05-09,1982-06-27
1982-05-09,whooping-cough,CA-ON,train,1982-05-16,1982-07-04
1982-05-16,whooping-cough,CA-ON,train,1982-05-23,1982-07-11
1982-05-23,whooping-cough,CA-ON,train,1982-05-30,1982-07-18
1982-05-30,whooping-cough,CA-ON,train,1982-06-06,1982-07-25
1982-06-06,whooping-cough,CA-ON,train,1982-06-13,1982-08-01
1982-06-13,whooping-cough,CA-ON,train,1982-06-20,1982-08-08
1982-06-20,whooping-cough,CA-ON,train,1982-06-27,1982-08-15
1982-06-27,whooping-cough,CA-ON,train,1982-07-04,1982-08-22
1982-07-04,whooping-cough,CA-ON,train,1982-07-11,1982-08-29
1982-07-11,whooping-cough,CA-ON,train,1982-07-18,1982-09-05
1982-07-18,whooping-cough,CA-ON,train,1982-07-25,1982-09-12
1982-07-25,whooping-cough,CA-ON,train,1982-08-01,1982-09-19
1982-08-01,whooping-cough,CA-ON,train,1982-08-08,1982-09-26
1982-08-08,whooping-cough,CA-ON,train,1982-08-15,1982-10-03
1982-08-15,whooping-cough,CA-ON,train,1982-08-22,1982-10-10
1982-08-22,whooping-cough,CA-ON,train,1982-08-29,1982-10-17
1982-08-29,whooping-cough,CA-ON,train,1982-09-05,1982-10-24
1982-09-05,whooping-cough,CA-ON,train,1982-09-12,1982-10-31
1982-09-12,whooping-cough,CA-ON,train,1982-09-19,1982-11-07
1982-09-19,whooping-cough,CA-ON,train,1982-09-26,1982-11-14
1982-09-26,whooping-cough,CA-ON,train,1982-10-03,1982-11-21
1982-10-03,whooping-cough,CA-ON,train,1982-10-10,1982-11-28
1982-10-10,whooping-cough,CA-ON,train,1982-10-17,1982-12-05
1982-10-17,whooping-cough,CA-ON,train,1982-10-24,1982-12-12
1982-10-24,whooping-cough,CA-ON,train,1982-10-31,1982-12-19
1982-10-31,whooping-cough,CA-ON,train,1982-11-07,1982-12-26
1982-11-07,whooping-cough,CA-ON,train,1982-11-14,1983-01-02
1982-11-14,whooping-cough,CA-ON,train,1982-11-21,1983-01-09
1982-11-21,whooping-cough,CA-ON,train,1982-11-28,1983-01-16
1982-11-28,whooping-cough,CA-ON,train,1982-12-05,1983-01-23
1982-12-05,whooping-cough,CA-ON,train,1982-12-12,1983-01-30
1982-12-12,whooping-cough,CA-ON,train,1982-12-19,1983-02-06
1982-12-19,whooping-cough,CA-ON,train,1982-12-26,1983-02-13
1982-12-26,whooping-cough,CA-ON,train,1983-01-02,1983-02-20
1983-01-02,whooping-cough,CA-ON,train,1983-01-09,1983-02-27
1983-01-09,whooping-cough,CA-ON,train,1983-01-16,1983-03-06
1983-01-16,whooping-cough,CA-ON,train,1983-01-23,1983-03-13
1983-01-23,whooping-cough,CA-ON,train,1983-01-30,1983-03-20
1983-01-30,whooping-cough,CA-ON,train,1983-02-06,1983-03-27
1983-02-06,whooping-cough,CA-ON,train,1983-02-13,1983-04-03
1983-02-13,whooping-cough,CA-ON,train,1983-02-20,1983-04-10
1983-02-20,whooping-cough,CA-ON,train,1983-02-27,1983-04-17
1983-02-27,whooping-cough,CA-ON,train,1983-03-06,1983-04-24
1983-03-06,whooping-cough,CA-ON,train,1983-03-13,1983-05-01
1983-03-13,whooping-cough,CA-ON,train,1983-03-20,1983-05-08
1983-03-20,whooping-cough,CA-ON,train,1983-03-27,1983-05-15
1983-03-27,whooping-cough,CA-ON,train,1983-04-03,1983-05-22
1983-04-03,whooping-cough,CA-ON,train,1983-04-10,1983-05-29
1983-04-10,whooping-cough,CA-ON,train,1983-04-17,1983-06-05
1983-04-17,whooping-cough,CA-ON,train,1983-04-24,1983-06-12
1983-04-24,whooping-cough,CA-ON,train,1983-05-01,1983-06-19
1983-05-01,whooping-cough,CA-ON,train,1983-05-08,1983-06-26
1983-05-08,whooping-cough,CA-ON,train,1983-05-15,1983-07-03
1983-05-15,whooping-cough,CA-ON,train,1983-05-22,1983-07-10
1983-05-22,whooping-cough,CA-ON,train,1983-05-29,1983-07-17
1983-05-29,whooping-cough,CA-ON,train,1983-06-05,1983-07-24
1983-06-05,whooping-cough,CA-ON,train,1983-06-12,1983-07-31
1983-06-12,whooping-cough,CA-ON,train,1983-06-19,1983-08-07
1983-06-19,whooping-cough,CA-ON,train,1983-06-26,1983-08-14
1983-06-26,whooping-cough,CA-ON,train,1983-07-03,1983-08-21
1983-07-03,whooping-cough,CA-ON,train,1983-07-10,1983-08-28
1983-07-10,whooping-cough,CA-ON,train,1983-07-17,1983-09-04
1983-07-17,whooping-cough,CA-ON,train,1983-07-24,1983-09-11
1983-07-24,whooping-cough,CA-ON,train,1983-07-31,1983-09-18
1983-07-31,whooping-cough,CA-ON,train,1983-08-07,1983-09-25
1983-08-07,whooping-cough,CA-ON,train,1983-08-14,1983-10-02
1983-08-14,whooping-cough,CA-ON,train,1983-08-21,1983-10-09
1983-08-21,whooping-cough,CA-ON,train,1983-08-28,1983-10-16
1983-08-28,whooping-cough,CA-ON,train,1983-09-04,1983-10-23
1983-09-04,whooping-cough,CA-ON,train,1983-09-11,1983-10-30
1983-09-11,whooping-cough,CA-ON,train,1983-09-18,1983-11-06
1983-09-18,whooping-cough,CA-ON,train,1983-09-25,1983-11-13
1983-09-25,whooping-cough,CA-ON,train,1983-10-02,1983-11-20
1983-10-02,whooping-cough,CA-ON,train,1983-10-09,1983-11-27
1983-10-09,whooping-cough,CA-ON,train,1983-10-16,1983-12-04
1983-10-16,whooping-cough,CA-ON,train,1983-10-23,1983-12-11
1983-10-23,whooping-cough,CA-ON,train,1983-10-30,1983-12-18
1983-10-30,whooping-cough,CA-ON,train,1983-11-06,1983-12-25
1983-11-06,whooping-cough,CA-ON,train,1983-11-13,1984-01-01
1983-11-13,whooping-cough,CA-ON,train,1983-11-20,1984-01-08
